Crash ID,Crash Death Count,Crash Month,Latitude,Longitude,Person Age,Person Alcohol Result,Person Blood Alcohol Content Test Result,Person Type
16990354,0,4,29.95251488,-96.26283619,71,No Data,No Data,1 - DRIVER
16990354,0,4,29.95251488,-96.26283619,76,No Data,No Data,1 - DRIVER
16990354,0,4,29.95251488,-96.26283619,75,No Data,No Data,2 - PASSENGER/OCCUPANT
17027788,0,4,29.74889605,-96.29386923,56,No Data,No Data,1 - DRIVER
17027788,0,4,29.74889605,-96.29386923,61,No Data,No Data,1 - DRIVER
17007832,0,4,29.75192322,-96.27468043,47,No Data,No Data,1 - DRIVER
17007832,0,4,29.75192322,-96.27468043,34,No Data,No Data,2 - PASSENGER/OCCUPANT
16994543,0,4,29.72961131,-96.18062681,16,No Data,No Data,1 - DRIVER
16994841,0,4,29.76178908,-96.16172952,22,No Data,No Data,1 - DRIVER
16994841,0,4,29.76178908,-96.16172952,28,No Data,No Data,1 - DRIVER
16994841,0,4,29.76178908,-96.16172952,28,No Data,No Data,2 - PASSENGER/OCCUPANT
16994841,0,4,29.76178908,-96.16172952,1,No Data,No Data,2 - PASSENGER/OCCUPANT
16994841,0,4,29.76178908,-96.16172952,5,No Data,No Data,2 - PASSENGER/OCCUPANT
16997179,0,4,29.76051357,-96.21008008,31,No Data,No Data,1 - DRIVER
16997179,0,4,29.76051357,-96.21008008,46,No Data,No Data,1 - DRIVER
17000904,0,4,29.95553696,-96.26699348,49,No Data,No Data,1 - DRIVER
17000904,0,4,29.95553696,-96.26699348,72,No Data,No Data,1 - DRIVER
